event_type,period,timestamp,possession_team,player,outcome,start_location_x,start_location_y
duel,1,00:44:09.593,Brazil,Marouane Fellaini-Bakkioui,Complete,14.0,56.0
duel,1,00:44:37.993,Brazil,Thomas Meunier,Complete,17.0,59.0
duel,2,00:00:14.907,Belgium,Neymar da Silva Santos Junior,Incomplete,77.0,41.0
duel,2,00:01:39.547,Belgium,Fágner Conserva Lemos,Incomplete,25.0,52.0
duel,2,00:01:42.000,Brazil,Philippe Coutinho Correia,Complete,15.0,56.0
duel,2,00:02:40.867,Brazil,Toby Alderweireld,Complete,16.0,33.0
duel,2,00:03:23.720,Belgium,Vincent Kompany,Complete,18.0,22.0
duel,2,00:03:37.040,Belgium,João Miranda de Souza Filho,Complete,13.0,27.0
duel,2,00:09:14.837,Brazil,Philippe Coutinho Correia,Complete,63.0,28.0
duel,2,00:09:27.187,Brazil,Thomas Meunier,Incomplete,19.0,58.0
duel,2,00:11:26.587,Belgium,Marouane Fellaini-Bakkioui,Incomplete,74.0,54.0
duel,2,00:11:47.147,Belgium,João Miranda de Souza Filho,Complete,10.0,4.0
duel,2,00:12:49.600,Brazil,Thomas Meunier,Complete,16.0,60.0
duel,2,00:13:03.720,Brazil,Marouane Fellaini-Bakkioui,Complete,27.0,52.0
duel,2,00:15:34.800,Belgium,Axel Witsel,Complete,40.0,39.0
duel,2,00:17:06.800,Belgium,Marouane Fellaini-Bakkioui,Complete,23.0,48.0
duel,2,00:18:18.840,Belgium,Marouane Fellaini-Bakkioui,Complete,20.0,44.0
duel,2,00:19:47.680,Belgium,Nacer Chadli,Complete,98.0,18.0
duel,2,00:20:04.147,Belgium,Marouane Fellaini-Bakkioui,Incomplete,100.0,25.0
duel,2,00:29:05.267,Belgium,Marouane Fellaini-Bakkioui,Incomplete,64.0,58.0
duel,2,00:33:21.707,Belgium,João Miranda de Souza Filho,Incomplete,47.0,27.0
duel,2,00:33:34.480,Brazil,Jan Vertonghen,Incomplete,13.0,23.0
duel,2,00:37:27.987,Belgium,João Miranda de Souza Filho,Incomplete,31.0,25.0
duel,2,00:39:05.067,Belgium,Marouane Fellaini-Bakkioui,Incomplete,70.0,55.0
duel,2,00:41:45.947,Brazil,Roberto Firmino Barbosa de Oliveira,Incomplete,49.0,27.0
duel,2,00:42:55.440,Belgium,Marouane Fellaini-Bakkioui,Incomplete,71.0,57.0
duel,2,00:45:57.027,Belgium,Fernando Luiz Rosa,Incomplete,43.0,13.0
duel,2,00:46:03.467,Brazil,João Miranda de Souza Filho,Complete,12.0,7.0
duel,2,00:48:46.587,Brazil,Thomas Vermaelen,Incomplete,4.0,44.0
duel,2,00:49:51.347,Belgium,Marcelo Vieira da Silva Júnior,Complete,3.0,3.0
